321 1729.731800 4.228E-22 5.078E+01.10100.320 1331.95570.750.000000             V3         GROUND 60  1 60       61  1 61      340000 5 5 2 2 1 0   484.0  492.0
321 1729.731810 4.228E-22 5.078E+01.10100.320 1331.95570.750.000000             V3         GROUND 60  0 60       61  0 61      340000 5 5 2 2 1 0   484.0  492.0
321 1729.736600 2.417E-22 2.735E+01.10100.320 1294.41230.750.000000             V3         GROUND 53  9 45       54  9 46      340000 5 5 2 2 1 0   428.0  436.0
321 1729.741820 4.286E-22 5.093E+01.10100.320 1322.79500.750.000000             V3         GROUND 58  2 56       59  2 57      340000 5 5 2 2 1 0   468.0  476.0
321 1729.742160 4.286E-22 5.093E+01.10100.320 1322.80380.750.000000             V3         GROUND 58  3 56       59  3 57      340000 5 5 2 2 1 0   468.0  476.0
321 1729.750910 3.602E-22 4.338E+01.10100.320 1329.07490.750.000000             V3         GROUND 59  1 58       60  2 59      340000 5 5 2 2 1 0   476.0  484.0
321 1729.751150 3.622E-22 4.362E+01.10100.320 1329.07460.750.000000             V3         GROUND 59  2 58       60  1 59      340000 5 5 2 2 1 0   476.0  484.0
321 1729.786830 1.752E-22 2.328E+01.10100.320 1342.23770.750.000000             V3         GROUND 57  5 53       58  5 54      340000 5 5 2 2 1 0   460.0  468.0
321 1729.817460 1.407E-22 1.276E+01.10100.320 1256.45430.750.000000          V6+V9         GROUND 55  7 48       56  5 52      340000 5 5 2 2 1 0   444.0  452.0
321 1729.830670 4.130E-22 4.871E+01.10100.320 1310.44940.750.000000             V3         GROUND 55  7 49       56  7 50      340000 5 5 2 2 1 0   444.0  452.0
321 1729.832660 1.902E-22 3.154E+01.10100.320 1376.80150.750.000000             V3         GROUND 54 10 45       55 10 46      340000 5 5 2 2 1 0   436.0  444.0
321 1729.839970 1.896E-22 3.144E+01.10100.320 1376.80200.750.000000             V3         GROUND 54 10 44       55 10 45      340000 5 5 2 2 1 0   436.0  444.0
321 1729.844590 1.361E-22 2.998E+01.10100.320 1431.35360.750.000000             V3         GROUND 53 12 42       54 12 43      340000 5 5 2 2 1 0   428.0  436.0
321 1729.849820 1.355E-22 2.984E+01.10100.320 1431.35360.750.000000             V3         GROUND 53 12 41       54 12 42      340000 5 5 2 2 1 0   428.0  436.0
321 1729.889730 3.192E-22 4.385E+01.10100.320 1341.81200.750.000000             V3         GROUND 55  8 48       56  8 49      340000 5 5 2 2 1 0   444.0  452.0
321 1729.909580 3.987E-22 4.248E+01.10100.320 1289.53380.750.000000             V3         GROUND 55  6 49       56  6 50      340000 5 5 2 2 1 0   444.0  452.0
321 1729.983970 3.609E-22 3.553E+01.10100.320 1273.24110.750.000000             V3         GROUND 55  5 50       56  5 51      340000 5 5 2 2 1 0   444.0  452.0
321 1730.010740 3.244E-22 4.461E+01.10100.320 1341.96630.750.000000             V3         GROUND 55  8 47       56  8 48      340000 5 5 2 2 1 0   444.0  452.0
321 1730.064330 4.794E-22 4.947E+01.10100.320 1282.86780.750.000000             V3         GROUND 55  6 50       56  6 51      340000 5 5 2 2 1 0   444.0  452.0
321 1730.090490 1.661E-22 1.821E+01.10100.320 1298.99650.750.000000          V6+V9         GROUND 56  7 49       57  5 53      340000 5 5 2 2 1 0   452.0  460.0
321 1730.121550 3.908E-22 3.178E+01.10100.320 1230.14320.750.000000             V3         GROUND 54  5 49       55  5 50      340000 5 5 2 2 1 0   436.0  444.0
321 1730.189680 2.944E-22 3.334E+01.10100.320 1294.41900.750.000000             V3         GROUND 53  9 44       54  9 45      340000 5 5 2 2 1 0   428.0  436.0
321 1730.379940 1.987E-22 3.430E+01.10100.320 1381.15570.750.000000             V3         GROUND 53 11 42       54 11 43      340000 5 5 2 2 1 0   428.0  436.0
321 1730.380820 1.987E-22 3.430E+01.10100.320 1381.15570.750.000000             V3         GROUND 53 11 43       54 11 44      340000 5 5 2 2 1 0   428.0  436.0
321 1730.389080 5.667E-22 5.088E+01.10100.320 1254.17440.750.000000             V3         GROUND 55  4 51       56  4 52      340000 5 5 2 2 1 0   444.0  452.0
321 1730.540680 5.100E-22 4.864E+01.10100.320 1270.22190.750.000000             V3         GROUND 56  4 53       57  4 54      340000 5 5 2 2 1 0   452.0  460.0
321 1730.554750 5.289E-22 5.039E+01.10100.320 1270.00440.750.000000             V3         GROUND 56  3 53       57  3 54      340000 5 5 2 2 1 0   452.0  460.0
321 1730.563110 5.120E-22 5.090E+01.10100.320 1289.40640.750.000000             V3         GROUND 59  1 59       60  1 60      340000 5 5 2 2 1 0   476.0  484.0
321 1730.563120 5.120E-22 5.090E+01.10100.320 1289.40640.750.000000             V3         GROUND 59  0 59       60  0 60      340000 5 5 2 2 1 0   476.0  484.0
321 1730.578870 5.185E-22 5.101E+01.10100.320 1280.22500.750.000000             V3         GROUND 57  2 55       58  2 56      340000 5 5 2 2 1 0   460.0  468.0
