471 2734.013599 2.523E-23 3.142E-01.07000.100 885.001880.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    55 35  E"      56 36  A1' 431110 2 1 0 0 0 0   111.0  113.0
471 2734.059537 4.648E-23 4.403E-01.07000.100 683.368070.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    57 53  E"      58 54  A1' 431110 2 1 0 0 0 0   115.0  117.0
471 2734.281561 3.453E-23 3.978E-01.07000.100 749.530660.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    56 47  E"      57 48  A1' 431110 2 1 0 0 0 0   113.0  115.0
471 2734.454216 5.710E-23 4.664E-01.07000.100 625.340040.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    57 56  E'      58 57  A1" 431110 2 1 0 0 0 0   115.0  117.0
471 2734.463364 2.789E-23 2.793E-01.07000.100 914.783660.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    54 29  E"      55 30  A1' 431110 2 1 0 0 0 0   109.0  111.0
471 2734.579925 2.656E-23 3.571E-01.07000.100 803.760640.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    55 41  E"      56 42  A1' 431110 2 1 0 0 0 0   111.0  113.0
471 2734.636356 4.117E-23 4.225E-01.07000.100 697.853020.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    56 50  E'      57 51  A1" 431110 2 1 0 0 0 0   113.0  115.0
471 2734.894700 3.187E-23 3.803E-01.07000.100 758.404890.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    55 44  E'      56 45  A1" 431110 2 1 0 0 0 0   111.0  113.0
471 2734.953081 2.258E-23 3.186E-01.07000.100 846.103220.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    54 35  E"      55 36  A1' 431110 2 1 0 0 0 0   109.0  111.0
471 2735.011261 5.179E-23 4.483E-01.07000.100 642.994010.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    56 53  E"      57 54  A1' 431110 2 1 0 0 0 0   113.0  115.0
471 2735.228173 4.515E-23 4.047E-01.07000.100 709.882830.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    55 47  E"      56 48  A1' 431110 2 1 0 0 0 0   111.0  113.0
471 2735.398542 2.922E-23 2.826E-01.07000.100 876.595640.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    53 29  E"      54 30  A1' 431110 2 1 0 0 0 0   107.0  109.0
471 2735.406949 6.507E-23 4.750E-01.07000.100 584.944680.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    56 56  E'      57 57  A1" 431110 2 1 0 0 0 0   113.0  115.0
471 2735.425445 2.125E-23 2.086E-01.07000.100 956.061970.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    52 14  E'      53 15  A1" 431110 2 1 0 0 0 0   105.0  107.0
471 2735.521021 3.187E-23 3.629E-01.07000.100 764.833540.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    54 41  E"      55 42  A1' 431110 2 1 0 0 0 0   109.0  111.0
471 2735.583573 4.648E-23 4.301E-01.07000.100 658.186630.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    55 50  E'      56 51  A1" 431110 2 1 0 0 0 0   111.0  113.0
471 2735.633950 2.789E-23 3.023E-01.07000.100 843.814940.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    53 32  E'      54 33  A1" 431110 2 1 0 0 0 0   107.0  109.0
471 2735.739682 2.523E-23 2.342E-01.07000.100 918.657200.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    52 20  E'      53 21  A1" 431110 2 1 0 0 0 0   105.0  107.0
471 2735.835258 3.453E-23 3.868E-01.07000.100 719.461860.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    54 44  E'      55 45  A1" 431110 2 1 0 0 0 0   109.0  111.0
471 2735.887116 2.656E-23 3.232E-01.07000.100 807.891660.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    53 35  E"      54 36  A1' 431110 2 1 0 0 0 0   107.0  109.0
471 2735.917315 2.656E-23 2.499E-01.07000.100 895.267410.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    52 23  E"      53 24  A1' 431110 2 1 0 0 0 0   105.0  107.0
471 2735.958949 5.976E-23 4.566E-01.07000.100 603.307880.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    55 53  E"      56 54  A1' 431110 2 1 0 0 0 0   111.0  113.0
471 2736.113108 2.390E-23 2.673E-01.07000.100 868.747970.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    52 26  E'      53 27  A1" 431110 2 1 0 0 0 0   105.0  107.0
471 2736.162813 3.054E-23 3.454E-01.07000.100 768.820100.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    53 38  E'      54 39  A1" 431110 2 1 0 0 0 0   107.0  109.0
471 2736.171220 4.648E-23 4.118E-01.07000.100 670.922720.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    54 47  E"      55 48  A1' 431110 2 1 0 0 0 0   109.0  111.0
471 2736.457006 3.320E-23 3.689E-01.07000.100 726.594020.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    53 41  E"      54 42  A1' 431110 2 1 0 0 0 0   107.0  109.0
471 2736.526217 5.179E-23 4.380E-01.07000.100 619.208270.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    54 50  E'      55 51  A1" 431110 2 1 0 0 0 0   109.0  111.0
471 2736.564016 2.922E-23 3.065E-01.07000.100 806.302990.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    52 32  E'      53 33  A1" 431110 2 1 0 0 0 0   105.0  107.0
471 2736.773261 3.984E-23 3.935E-01.07000.100 681.206670.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    53 44  E'      54 45  A1" 431110 2 1 0 0 0 0   107.0  109.0
471 2736.819132 3.187E-23 3.281E-01.07000.100 770.367600.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    52 35  E"      53 36  A1' 431110 2 1 0 0 0 0   105.0  107.0
471 2736.902332 6.773E-23 4.652E-01.07000.100 564.310100.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    54 53  E"      55 54  A1' 431110 2 1 0 0 0 0   109.0  111.0
471 2737.038466 2.656E-23 2.704E-01.07000.100 831.944310.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    51 26  E'      52 27  A1" 431110 2 1 0 0 0 0   103.0  105.0
471 2737.094628 3.586E-23 3.510E-01.07000.100 731.282840.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    52 38  E'      53 39  A1" 431110 2 1 0 0 0 0   105.0  107.0
471 2737.108887 4.648E-23 4.193E-01.07000.100 632.650740.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    53 47  E"      54 48  A1' 431110 2 1 0 0 0 0   107.0  109.0
471 2737.255849 2.523E-23 2.899E-01.07000.100 802.281280.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    51 29  E"      52 30  A1' 431110 2 1 0 0 0 0   103.0  105.0
471 2737.389561 3.453E-23 3.752E-01.07000.100 689.042480.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    52 41  E"      53 42  A1' 431110 2 1 0 0 0 0   105.0  107.0
471 2737.423864 2.258E-23 2.230E-01.07000.100 866.047160.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    50 17  E"      51 18  A1' 431110 2 1 0 0 0 0   101.0  103.0
471 2737.464959 6.109E-23 4.462E-01.07000.100 580.918350.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    53 50  E'      54 51  A1" 431110 2 1 0 0 0 0   107.0  109.0
471 2737.490585 2.656E-23 3.109E-01.07000.100 769.478720.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    51 32  E'      52 33  A1" 431110 2 1 0 0 0 0   103.0  105.0
471 2737.584547 2.258E-23 2.380E-01.07000.100 845.770160.700.000000 0 0 2 2 0 0E'  0 0 0 0 0 0A1'    50 20  E'      51 21  A1" 431110 2 1 0 0 0 0   101.0  103.0
